Enter to start.
Steppers ready.
Wavelength: 980nm
Warming up the ADCs.
5V power supply measured at 4.86V
3.3V power supply measured at 3.30V
2.5V power supply measured at 2.44V
1.8V power supply measured at 1.82V
Power supplies good.
Aiming is good.
Scanned area is 1.00 by 1.00 mm. Resolution is 20 µm.

Legend: run_number,wavelength,bus_voltage,pullup_value,x_position,y_position,measured_bus_voltage

1,980nm,5V,1kΩ,-0.50,-0.50,4.51
1,980nm,5V,1kΩ,-0.50,-0.48,4.47
1,980nm,5V,1kΩ,-0.50,-0.46,4.47
1,980nm,5V,1kΩ,-0.50,-0.44,4.47
1,980nm,5V,1kΩ,-0.50,-0.42,4.47
1,980nm,5V,1kΩ,-0.50,-0.40,4.47
1,980nm,5V,1kΩ,-0.50,-0.38,4.47
1,980nm,5V,1kΩ,-0.50,-0.36,4.47
1,980nm,5V,1kΩ,-0.50,-0.34,4.47
1,980nm,5V,1kΩ,-0.50,-0.32,4.47
1,980nm,5V,1kΩ,-0.50,-0.30,4.47
1,980nm,5V,1kΩ,-0.50,-0.28,4.47
1,980nm,5V,1kΩ,-0.50,-0.26,4.47
1,980nm,5V,1kΩ,-0.50,-0.24,4.47
1,980nm,5V,1kΩ,-0.50,-0.22,4.47
1,980nm,5V,1kΩ,-0.50,-0.20,4.47
1,980nm,5V,1kΩ,-0.50,-0.18,4.46
1,980nm,5V,1kΩ,-0.50,-0.16,4.47
1,980nm,5V,1kΩ,-0.50,-0.14,4.47
1,980nm,5V,1kΩ,-0.50,-0.12,4.47
1,980nm,5V,1kΩ,-0.50,-0.10,4.47
1,980nm,5V,1kΩ,-0.50,-0.08,4.47
1,980nm,5V,1kΩ,-0.50,-0.06,4.47
1,980nm,5V,1kΩ,-0.50,-0.04,4.47
1,980nm,5V,1kΩ,-0.50,-0.02,4.47
1,980nm,5V,1kΩ,-0.50,0.00,4.47
1,980nm,5V,1kΩ,-0.50,0.02,4.47
1,980nm,5V,1kΩ,-0.50,0.04,4.47
1,980nm,5V,1kΩ,-0.50,0.06,4.47
1,980nm,5V,1kΩ,-0.50,0.08,4.47
1,980nm,5V,1kΩ,-0.50,0.10,4.47
1,980nm,5V,1kΩ,-0.50,0.12,4.47
1,980nm,5V,1kΩ,-0.50,0.14,4.47
1,980nm,5V,1kΩ,-0.50,0.16,4.47
1,980nm,5V,1kΩ,-0.50,0.18,4.47
1,980nm,5V,1kΩ,-0.50,0.20,4.47
1,980nm,5V,1kΩ,-0.50,0.22,4.47
1,980nm,5V,1kΩ,-0.50,0.24,4.47
1,980nm,5V,1kΩ,-0.50,0.26,4.47
1,980nm,5V,1kΩ,-0.50,0.28,4.47
1,980nm,5V,1kΩ,-0.50,0.30,4.47
1,980nm,5V,1kΩ,-0.50,0.32,4.47
1,980nm,5V,1kΩ,-0.50,0.34,4.47
1,980nm,5V,1kΩ,-0.50,0.36,4.47
1,980nm,5V,1kΩ,-0.50,0.38,4.47
1,980nm,5V,1kΩ,-0.50,0.40,4.47
1,980nm,5V,1kΩ,-0.50,0.42,4.47
1,980nm,5V,1kΩ,-0.50,0.44,4.47
1,980nm,5V,1kΩ,-0.50,0.46,4.47
1,980nm,5V,1kΩ,-0.50,0.48,4.47
1,980nm,5V,1kΩ,-0.48,-0.50,4.51
1,980nm,5V,1kΩ,-0.48,-0.48,4.47
1,980nm,5V,1kΩ,-0.48,-0.46,4.47
1,980nm,5V,1kΩ,-0.48,-0.44,4.47
